,vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,km_per_year,power_to_engine_ratio,efficiency_score,is_premium_brand,is_popular_brand,brand_encoded,seller_type_encoded,fuel_type_encoded,transmission_type_encoded,age_category_encoded,mileage_category_encoded,engine_category_encoded,power_category_encoded,fuel_efficiency_encoded
3108,6,35236,22.74,796,47.3,5,300000,5033.714285714285,0.059347553324968626,28.567839195979897,0,0,13,1,0,0,1,1,0,0,2
3109,3,75000,22.0,1582,126.2,5,900000,18750.0,0.07972204674668351,13.906447534766118,0,0,13,1,0,0,0,2,2,2,2
3110,6,25000,23.95,998,67.05,5,350000,3571.4285714285716,0.06711711711711711,23.997995991983966,0,0,13,1,0,0,1,0,0,0,2
3111,3,14000,20.73,1373,91.1,5,840000,3500.0,0.0663027656477438,15.098324836125274,0,0,13,1,0,0,0,0,1,1,2
3112,2,11400,20.52,1197,81.8,5,490000,3800.0,0.0682804674457429,17.142857142857142,0,0,13,1,0,0,0,0,1,1,2
3113,7,39000,23.1,998,67.04,5,465000,4875.0,0.06710710710710711,23.146292585170343,0,0,13,1,0,0,1,1,0,0,2
3114,3,60000,23.0,1498,98.96,5,850000,15000.0,0.06601734489659773,15.353805073431241,0,0,13,1,0,0,0,1,1,1,2
3115,12,80000,20.36,1197,78.9,5,145000,6153.846153846154,0.06585976627712856,17.009189640768586,0,0,13,1,0,0,2,2,1,1,2
3116,7,98000,26.0,1498,98.6,5,580000,12250.0,0.0657771847898599,17.356475300400533,0,0,13,1,0,0,1,2,1,1,3
3117,4,25000,18.9,1197,82.0,5,600000,5000.0,0.06844741235392321,15.789473684210524,0,0,13,1,0,0,1,0,1,1,1
3118,4,75000,27.39,1248,74.0,5,645000,15000.0,0.059247397918334666,21.947115384615387,0,0,13,1,0,0,1,2,1,0,3
3119,5,46852,22.9,1248,74.0,5,620000,7808.666666666667,0.059247397918334666,18.349358974358974,0,0,13,1,0,0,1,1,1,0,2
3120,13,70000,17.7,1497,78.0,5,235000,5000.0,0.0520694259012016,11.823647294589177,0,0,13,1,0,0,3,2,1,1,1
3121,1,14000,19.01,1462,103.2,6,1150000,7000.0,0.07053998632946001,13.002735978112176,0,0,13,1,0,0,0,0,1,1,1
3122,6,50000,27.62,793,47.0,5,290000,7142.857142857143,0.05919395465994962,34.8297604035309,0,0,13,1,0,0,1,1,0,0,3
3123,11,100000,17.8,1248,75.0,5,250000,8333.333333333334,0.0600480384307446,14.262820512820513,0,0,13,1,0,0,2,2,1,0,1
3124,5,40000,20.51,998,67.04,5,325000,6666.666666666667,0.06710710710710711,20.55110220440882,0,0,13,1,0,0,1,1,0,0,2
3125,5,99000,28.09,1248,88.5,5,651000,16500.0,0.07085668534827862,22.50801282051282,0,0,13,1,0,0,1,2,1,1,3
3126,4,35000,19.44,1198,67.0,7,350000,7000.0,0.05587989991659716,16.22704507512521,0,0,13,1,0,0,1,1,1,0,1
3127,8,60000,22.07,1199,73.9,5,400000,6666.666666666667,0.06158333333333334,18.407005838198497,0,0,13,1,0,0,2,1,1,0,2
3128,12,80000,17.0,1497,118.0,5,320000,6153.846153846154,0.0787716955941255,11.356045424181696,0,0,13,1,0,0,2,2,1,1,1
3129,6,43000,22.0,1197,81.8,5,540000,6142.857142857143,0.0682804674457429,18.379281537176272,0,0,13,1,0,0,1,1,1,1,2
3130,4,35000,19.56,1197,81.8,5,670000,7000.0,0.0682804674457429,16.340852130325814,0,0,13,1,0,0,1,1,1,1,1
3131,12,68759,17.0,1497,118.0,5,350000,5289.153846153846,0.0787716955941255,11.356045424181696,0,0,13,1,0,0,2,2,1,1,1
3132,6,87566,15.26,1598,103.5,5,441000,12509.42857142857,0.0647279549718574,9.549436795994993,0,0,13,1,0,0,1,2,2,1,1
3133,4,20000,18.16,1196,86.8,5,590000,4000.0,0.07251461988304093,15.183946488294316,0,0,13,1,0,0,1,0,1,1,1
3134,5,31800,14.84,1598,103.2,5,685000,5300.0,0.06454033771106941,9.286608260325407,0,0,13,1,0,0,1,1,2,1,0
3135,4,41000,20.51,998,67.0,5,435000,8200.0,0.06706706706706707,20.55110220440882,0,0,13,1,0,0,1,1,0,0,2
3136,3,60000,27.39,1248,74.0,5,850000,15000.0,0.059247397918334666,21.947115384615387,0,0,13,1,0,0,0,1,1,0,3
3137,1,4000,25.17,799,53.3,5,429000,2000.0,0.06662499999999999,31.501877346683354,0,0,13,1,0,0,0,0,0,0,3
3138,6,69000,22.77,1498,98.59,5,599000,9857.142857142857,0.06577051367578386,15.200267022696929,0,0,13,1,0,0,1,2,1,1,2
3139,3,29349,20.73,1373,91.1,5,990000,7337.25,0.0663027656477438,15.098324836125274,0,0,13,1,0,0,0,0,1,1,2
3140,8,77831,22.9,1248,74.0,5,450000,8647.888888888889,0.059247397918334666,18.349358974358974,0,0,13,1,0,0,2,2,1,0,2
3141,2,58000,21.63,998,67.04,5,495000,19333.333333333332,0.06710710710710711,21.673346693386772,0,0,13,1,0,0,0,1,0,0,2
3142,4,120000,28.4,1248,74.02,5,560000,24000.0,0.05926341072858286,22.756410256410255,0,0,13,1,0,0,1,3,1,0,3
3143,4,32000,20.73,1373,91.1,5,795000,6400.0,0.0663027656477438,15.098324836125274,0,0,13,1,0,0,1,1,1,1,2
3144,6,45000,18.9,1197,82.0,5,405000,6428.571428571428,0.06844741235392321,15.789473684210524,0,0,13,1,0,0,1,1,1,1,1
3145,7,20000,18.0,1198,86.7,5,550000,2500.0,0.07231025854879067,15.025041736227045,0,0,13,1,0,0,1,0,1,1,1
3146,3,60000,27.28,1047,69.0,5,425000,15000.0,0.06583969465648855,26.05539637058262,0,0,13,1,0,0,0,1,1,0,3
3147,3,80000,22.74,796,47.3,5,290000,20000.0,0.059347553324968626,28.567839195979897,0,0,13,1,0,0,0,2,0,0,2
3148,6,60000,20.51,998,67.06,5,375000,8571.42857142857,0.06712712712712712,20.55110220440882,0,0,13,1,0,0,1,1,0,0,2
3149,4,40000,25.17,799,53.3,5,350000,8000.0,0.06662499999999999,31.501877346683354,0,0,13,1,0,0,1,1,0,0,3
3150,11,97438,15.1,1196,73.0,5,260000,8119.833333333333,0.06098579782790309,12.62541806020067,0,0,13,1,0,0,2,2,1,0,1
3151,3,30000,22.5,999,67.0,5,255000,7500.0,0.067,22.52252252252252,0,0,13,1,0,0,0,0,0,0,2
3152,6,30000,25.17,799,53.3,5,310000,4285.714285714285,0.06662499999999999,31.501877346683354,0,0,13,1,0,0,1,0,0,0,3
3153,5,90000,26.59,1248,74.0,5,552000,15000.0,0.059247397918334666,21.306089743589745,0,0,13,1,0,0,1,2,1,0,3
3154,5,37400,24.0,1120,70.0,5,520000,6233.333333333333,0.06244424620874219,21.428571428571427,0,0,13,1,0,0,1,1,1,0,2
3155,5,39000,13.0,1591,121.3,5,920000,6500.0,0.07619346733668342,8.170961659333752,0,0,13,1,0,0,1,1,2,1,0
3156,2,10000,17.4,1197,81.86,5,750000,3333.3333333333335,0.068330550918197,14.536340852130325,0,0,13,1,0,0,0,0,1,1,1
3157,7,58000,18.6,1197,81.83,5,590000,7250.0,0.06830550918196995,15.538847117794486,0,0,13,1,0,0,1,1,1,1,1
3158,9,60000,20.92,998,67.1,5,254000,6000.0,0.06716716716716715,20.96192384769539,0,0,13,1,0,0,2,1,0,0,2
3159,5,50000,28.09,1248,88.5,5,650000,8333.333333333334,0.07085668534827862,22.50801282051282,0,0,13,1,0,0,1,1,1,1,3
3160,7,60000,20.0,1399,68.05,5,360000,7500.0,0.048607142857142856,14.295925661186562,0,0,13,1,0,0,1,1,1,0,1
3161,6,68000,25.17,799,53.3,5,325000,9714.285714285714,0.06662499999999999,31.501877346683354,0,0,13,1,0,0,1,2,0,0,3
3162,4,89823,22.54,1396,88.73,5,690000,17964.6,0.06351467430207589,16.146131805157594,0,0,13,1,0,0,1,2,1,1,2
3163,6,43000,20.85,1197,83.14,5,625000,6142.857142857143,0.06939899833055092,17.418546365914786,0,0,13,1,0,0,1,1,1,1,2
3164,8,37000,18.9,998,67.1,5,390000,4111.111111111111,0.06716716716716715,18.937875751503004,0,0,13,1,0,0,2,1,0,0,1
3165,5,20000,20.85,1197,83.14,5,525000,3333.3333333333335,0.06939899833055092,17.418546365914786,0,0,13,1,0,0,1,0,1,1,2
3166,10,82000,16.95,1197,78.9,5,285000,7454.545454545455,0.06585976627712856,14.160401002506264,0,0,13,1,0,0,2,2,1,1,1
3167,9,63000,20.36,1197,78.9,5,355000,6300.0,0.06585976627712856,17.009189640768586,0,0,13,1,0,0,2,2,1,1,2
3168,7,110000,23.4,1248,74.0,5,390000,13750.0,0.059247397918334666,18.75,0,0,13,1,0,0,1,3,1,0,2
3169,8,50000,18.6,1197,85.8,5,370000,5555.555555555556,0.07161936560934891,15.538847117794486,0,0,13,1,0,0,2,1,1,1,1
3170,11,85520,22.0,1197,81.8,5,280000,7126.666666666667,0.0682804674457429,18.379281537176272,0,0,13,1,0,0,2,2,1,1,2
3171,2,10000,17.0,1591,121.3,5,1170000,3333.3333333333335,0.07619346733668342,10.685103708359522,0,0,13,1,0,0,0,0,2,1,1
3172,6,60172,16.5,1499,110.0,5,800000,8596.0,0.07333333333333333,11.007338225483656,0,0,13,1,0,0,1,2,1,1,1
3173,8,66000,22.32,1582,126.32,5,500000,7333.333333333333,0.07979785217940619,14.108723135271807,0,0,13,1,0,0,2,2,2,2,2
3174,2,47527,22.54,1396,88.76,5,900000,15842.333333333334,0.06353614889047961,16.146131805157594,0,0,13,1,0,0,0,1,1,1,2
3175,6,64000,18.9,1197,82.0,5,390000,9142.857142857143,0.06844741235392321,15.789473684210524,0,0,13,1,0,0,1,2,1,1,1
3176,8,28054,17.92,1086,62.1,5,398000,3117.1111111111113,0.05712971481140754,16.500920810313076,0,0,13,1,0,0,2,0,1,0,1
3177,9,91462,19.08,1582,126.32,5,580000,9146.2,0.07979785217940619,12.060682680151706,0,0,13,1,0,0,2,2,2,2,1
3178,3,32000,28.4,1248,74.02,5,750000,8000.0,0.05926341072858286,22.756410256410255,0,0,13,1,0,0,0,1,1,0,3
3179,8,81000,22.7,1498,89.84,5,575000,9000.0,0.05993328885923949,15.153538050734312,0,0,13,1,0,0,2,2,1,1,2
3180,9,54943,20.36,1197,78.9,5,280000,5494.3,0.06585976627712856,17.009189640768586,0,0,13,1,0,0,2,1,1,1,2
3181,12,64000,17.3,1061,57.5,5,160000,4923.076923076923,0.054143126177024485,16.30537229029218,0,0,13,1,0,0,2,2,1,0,1
3182,4,25884,23.95,998,67.05,5,385000,5176.8,0.06711711711711711,23.997995991983966,0,0,13,1,0,0,1,0,0,0,2
3183,8,76000,20.0,1399,68.0,5,395000,8444.444444444445,0.04857142857142857,14.295925661186562,0,0,13,1,0,0,2,2,1,0,1
3184,2,14000,21.01,1197,81.8,5,640000,4666.666666666667,0.0682804674457429,17.552213868003342,0,0,13,1,0,0,0,0,1,1,2
3185,4,71000,17.8,1497,117.3,5,850000,14200.0,0.07830440587449933,11.890447561790246,0,0,13,1,0,0,1,2,1,1,1
3186,3,80000,21.5,1497,108.5,5,889000,20000.0,0.07242990654205607,14.362057448229791,0,0,13,1,0,0,0,2,1,1,2
3187,11,52221,20.36,1197,78.9,5,320000,4351.75,0.06585976627712856,17.009189640768586,0,0,13,1,0,0,2,1,1,1,2
3188,3,25000,24.4,1498,98.63,5,771000,6250.0,0.06579719813208805,16.288384512683578,0,0,13,1,0,0,0,0,1,1,2
3189,5,98000,20.14,1498,88.0,5,599000,16333.333333333334,0.05870580386924616,13.444592790387183,0,0,13,1,0,0,1,2,1,1,2
3190,3,26000,18.6,1197,81.86,5,675000,6500.0,0.068330550918197,15.538847117794486,0,0,13,1,0,0,0,0,1,1,1
3191,4,46139,24.0,1186,73.97,5,375000,9227.8,0.0623167649536647,20.236087689713322,0,0,13,1,0,0,1,1,1,0,2
3192,2,12000,18.6,1197,81.86,5,735000,4000.0,0.068330550918197,15.538847117794486,0,0,13,1,0,0,0,0,1,1,1
3193,5,61706,25.83,1498,99.0,5,595000,10284.333333333334,0.06604402935290193,17.242990654205606,0,0,13,1,0,0,1,2,1,1,3
3194,2,6500,23.84,1199,84.0,5,500000,2166.6666666666665,0.07,19.88323603002502,0,0,13,1,0,0,0,0,1,1,2
3195,8,90000,22.32,1582,126.32,5,520000,10000.0,0.07979785217940619,14.108723135271807,0,0,13,1,0,0,2,2,2,2,2
3196,3,60000,22.54,1396,88.73,5,725000,15000.0,0.06351467430207589,16.146131805157594,0,0,13,1,0,0,0,1,1,1,2
3197,6,43642,21.4,1197,83.1,5,629000,6234.571428571428,0.06936560934891485,17.878028404344192,0,0,13,1,0,0,1,1,1,1,2
3198,7,56000,22.74,796,47.3,5,265000,7000.0,0.059347553324968626,28.567839195979897,0,0,13,1,0,0,1,1,0,0,2
3199,7,60000,23.95,998,67.05,5,315000,7500.0,0.06711711711711711,23.997995991983966,0,0,13,1,0,0,1,1,0,0,2
3200,4,91000,25.6,1498,97.9,5,850000,18200.0,0.06531020680453636,17.089452603471297,0,0,13,1,0,0,1,2,1,1,3
3201,3,12500,22.0,1197,81.8,5,650000,3125.0,0.0682804674457429,18.379281537176272,0,0,13,1,0,0,0,0,1,1,2
3202,7,78000,25.8,1498,98.6,5,485000,9750.0,0.0657771847898599,17.222963951935917,0,0,13,1,0,0,1,2,1,1,3
3203,9,60000,22.07,1199,73.9,5,300000,6000.0,0.06158333333333334,18.407005838198497,0,0,13,1,0,0,2,1,1,0,2
3204,4,30000,24.3,1248,88.5,5,950000,6000.0,0.07085668534827862,19.471153846153847,0,0,13,1,0,0,1,0,1,1,2
3205,5,85204,19.67,1582,126.2,5,1025000,14200.666666666666,0.07972204674668351,12.433628318584072,0,0,13,1,0,0,1,2,2,2,1
3206,4,100000,25.2,1248,74.0,5,620000,20000.0,0.059247397918334666,20.192307692307693,0,0,13,1,0,0,1,2,1,0,3
3207,4,95000,24.7,1047,69.0,5,600000,19000.0,0.06583969465648855,23.591212989493794,0,0,13,1,0,0,1,2,1,0,2
3208,5,48000,21.4,1197,83.1,5,625000,8000.0,0.06936560934891485,17.878028404344192,0,0,13,1,0,0,1,1,1,1,2
3209,9,90000,20.0,1399,68.0,5,220000,9000.0,0.04857142857142857,14.295925661186562,0,0,13,1,0,0,2,2,1,0,1
3210,4,40500,22.0,1582,126.2,5,845000,8100.0,0.07972204674668351,13.906447534766118,0,0,13,1,0,0,1,1,2,2,2
3211,3,40000,21.21,1197,81.8,5,550000,10000.0,0.0682804674457429,17.719298245614034,0,0,13,1,0,0,0,1,1,1,2
3212,7,33700,24.0,1120,70.0,5,450000,4212.5,0.06244424620874219,21.428571428571427,0,0,13,1,0,0,1,1,1,0,2
3213,2,35166,18.9,1197,81.86,5,669000,11722.0,0.068330550918197,15.789473684210524,0,0,13,1,0,0,0,1,1,1,1
3214,3,30000,24.7,1047,69.0,5,700000,7500.0,0.06583969465648855,23.591212989493794,0,0,13,1,0,0,0,0,1,0,2
3215,3,36000,20.73,1373,91.1,5,775000,9000.0,0.0663027656477438,15.098324836125274,0,0,13,1,0,0,0,1,1,1,2
3216,6,70000,26.59,1248,74.0,5,550000,10000.0,0.059247397918334666,21.306089743589745,0,0,13,1,0,0,1,2,1,0,3
3217,3,7000,22.0,1197,81.8,5,610000,1750.0,0.0682804674457429,18.379281537176272,0,0,13,1,0,0,0,0,1,1,2
3218,6,70000,21.5,1197,81.8,5,340000,10000.0,0.0682804674457429,17.96157059314954,0,0,13,1,0,0,1,2,1,1,2
3219,5,67248,20.73,1373,91.1,5,495000,11208.0,0.0663027656477438,15.098324836125274,0,0,13,1,0,0,1,2,1,1,2
3220,3,58000,16.2,1199,74.0,5,690000,14500.0,0.06166666666666667,13.511259382819015,0,0,13,1,0,0,0,1,1,0,1
3221,4,51000,25.47,1248,88.5,7,835000,10200.0,0.07085668534827862,20.408653846153847,0,0,13,1,0,0,1,1,1,1,3
3222,8,59000,20.0,1399,68.05,5,410000,6555.555555555556,0.048607142857142856,14.295925661186562,0,0,13,1,0,0,2,1,1,0,1
3223,6,48000,27.4,1498,98.63,5,545000,6857.142857142857,0.06579719813208805,18.29105473965287,0,0,13,1,0,0,1,1,1,1,3
3224,16,90000,19.7,796,46.3,5,90000,5294.117647058823,0.05809284818067754,24.748743718592962,0,0,13,1,0,0,3,2,0,0,1
3225,12,100000,17.3,1061,57.5,5,150000,7692.307692307692,0.054143126177024485,16.30537229029218,0,0,13,1,0,0,2,2,1,0,1
3226,6,123273,26.59,1248,74.0,5,410000,17610.428571428572,0.059247397918334666,21.306089743589745,0,0,13,1,0,0,1,3,1,0,3
3227,4,32500,15.8,1591,121.3,5,1100000,6500.0,0.07619346733668342,9.930861093651792,0,0,13,1,0,0,1,1,2,1,1
3228,15,103000,19.7,796,46.3,5,150000,6437.5,0.05809284818067754,24.748743718592962,0,0,13,1,0,0,3,3,0,0,1
3229,4,50000,23.01,999,67.0,5,310000,10000.0,0.067,23.033033033033036,0,0,13,1,0,0,1,1,0,0,2
3230,10,62900,20.92,998,67.1,5,235000,5718.181818181818,0.06716716716716715,20.96192384769539,0,0,13,1,0,0,2,2,0,0,2
3231,2,19000,24.3,1248,88.5,5,1035000,6333.333333333333,0.07085668534827862,19.471153846153847,0,0,13,1,0,0,0,0,1,1,2
3232,6,70000,19.01,1461,108.45,5,690000,10000.0,0.07417920656634747,13.011635865845312,0,0,13,1,0,0,1,2,1,1,1
3233,4,19000,20.51,998,67.0,5,485000,3800.0,0.06706706706706707,20.55110220440882,0,0,13,1,0,0,1,0,0,0,2
3234,3,25000,22.1,1396,88.7,5,999000,6250.0,0.06349319971367216,15.830945558739257,0,0,13,1,0,0,0,0,1,1,2
3235,7,27894,21.79,998,67.05,5,375000,3486.75,0.06711711711711711,21.83366733466934,0,0,13,1,0,0,1,0,0,0,2
3236,8,50000,22.32,1582,126.32,5,620000,5555.555555555556,0.07979785217940619,14.108723135271807,0,0,13,1,0,0,2,1,2,2,2
3237,3,74000,23.0,1498,98.96,5,740000,18500.0,0.06601734489659773,15.353805073431241,0,0,13,1,0,0,0,2,1,1,2
3238,2,4387,17.8,1198,86.7,5,685000,1462.3333333333333,0.07231025854879067,14.858096828046746,0,0,13,1,0,0,0,0,1,1,1
3239,6,44000,20.77,1248,88.76,7,770000,6285.714285714285,0.07106485188150521,16.642628205128204,0,0,13,1,0,0,1,1,1,1,2
3240,4,116589,19.67,1582,126.2,5,1100000,23317.8,0.07972204674668351,12.433628318584072,0,0,13,1,0,0,1,3,2,2,1
3241,3,35000,22.0,1197,81.8,5,630000,8750.0,0.0682804674457429,18.379281537176272,0,0,13,1,0,0,0,1,1,1,2
3242,5,70900,17.0,1497,118.0,5,625000,11816.666666666666,0.0787716955941255,11.356045424181696,0,0,13,1,0,0,1,2,1,1,1
3243,5,54566,24.3,1248,88.5,5,789000,9094.333333333334,0.07085668534827862,19.471153846153847,0,0,13,1,0,0,1,1,1,1,2
3244,8,76000,25.8,1498,98.6,5,350000,8444.444444444445,0.0657771847898599,17.222963951935917,0,0,13,1,0,0,2,2,1,1,3
3245,8,87000,19.08,1582,126.32,5,595000,9666.666666666666,0.07979785217940619,12.060682680151706,0,0,13,1,0,0,2,2,2,2,1
3246,10,72715,20.92,998,67.1,5,210000,6610.454545454545,0.06716716716716715,20.96192384769539,0,0,13,1,0,0,2,2,0,0,2
3247,6,58000,19.3,1248,73.9,5,550000,8285.714285714286,0.05916733386709368,15.464743589743591,0,0,13,1,0,0,1,1,1,0,1
3248,3,22218,18.6,1197,81.83,5,715000,5554.5,0.06830550918196995,15.538847117794486,0,0,13,1,0,0,0,0,1,1,1
3249,1,1001,19.56,1197,81.8,5,850000,500.5,0.0682804674457429,16.340852130325814,0,0,13,1,0,0,0,0,1,1,1
3250,6,55000,28.09,1248,88.5,5,625000,7857.142857142857,0.07085668534827862,22.50801282051282,0,0,13,1,0,0,1,1,1,1,3
3251,5,50500,27.28,1047,69.0,5,380000,8416.666666666666,0.06583969465648855,26.05539637058262,0,0,13,1,0,0,1,1,1,0,3
3252,3,61000,28.4,1248,74.02,5,745000,15250.0,0.05926341072858286,22.756410256410255,0,0,13,1,0,0,0,2,1,0,3
3253,3,30000,22.1,1396,88.7,5,920000,7500.0,0.06349319971367216,15.830945558739257,0,0,13,1,0,0,0,0,1,1,2
3254,11,76602,20.36,1197,78.9,5,320000,6383.5,0.06585976627712856,17.009189640768586,0,0,13,1,0,0,2,2,1,1,2
3255,4,70000,24.7,796,47.3,5,270000,14000.0,0.059347553324968626,31.03015075376884,0,0,13,1,0,0,1,2,0,0,2
3256,2,25000,24.4,1498,98.63,5,790000,8333.333333333334,0.06579719813208805,16.288384512683578,0,0,13,1,0,0,0,0,1,1,2
3257,4,77000,19.3,1248,73.9,5,700000,15400.0,0.05916733386709368,15.464743589743591,0,0,13,1,0,0,1,2,1,0,1
3258,3,77600,28.4,1248,74.0,5,695000,19400.0,0.059247397918334666,22.756410256410255,0,0,13,1,0,0,0,2,1,0,3
3259,8,45000,22.74,796,47.3,5,285000,5000.0,0.059347553324968626,28.567839195979897,0,0,13,1,0,0,2,1,0,0,2
3260,4,85000,22.9,1248,74.0,5,615000,17000.0,0.059247397918334666,18.349358974358974,0,0,13,1,0,0,1,2,1,0,2
3261,6,48900,16.47,1198,74.0,5,514000,6985.714285714285,0.061718098415346125,13.747913188647745,0,0,13,1,0,0,1,1,1,0,1
3262,11,80000,19.3,1248,73.9,5,375000,6666.666666666667,0.05916733386709368,15.464743589743591,0,0,13,1,0,0,2,2,1,0,1
3263,3,20332,21.4,1197,83.1,5,660000,5083.0,0.06936560934891485,17.878028404344192,0,0,13,1,0,0,0,0,1,1,2
3264,3,22128,23.0,1498,98.96,5,1135000,5532.0,0.06601734489659773,15.353805073431241,0,0,13,1,0,0,0,0,1,1,2
3265,2,21900,24.7,796,47.3,5,360000,7300.0,0.059347553324968626,31.03015075376884,0,0,13,1,0,0,0,0,0,0,2
3266,8,80000,20.54,1598,103.6,5,525000,8888.888888888889,0.06479049405878674,12.853566958698371,0,0,13,1,0,0,2,2,2,1,2
3267,13,78000,17.0,1497,118.0,5,350000,5571.428571428572,0.0787716955941255,11.356045424181696,0,0,13,1,0,0,3,2,1,1,1
3268,2,25000,23.1,998,67.04,5,530000,8333.333333333334,0.06710710710710711,23.146292585170343,0,0,13,1,0,0,0,0,0,0,2
3269,3,12000,24.3,1248,88.5,5,925000,3000.0,0.07085668534827862,19.471153846153847,0,0,13,1,0,0,0,0,1,1,2
3270,14,100000,19.7,796,46.3,5,145000,6666.666666666667,0.05809284818067754,24.748743718592962,0,0,13,1,0,0,3,2,0,0,1
3271,12,18000,20.36,1197,78.9,5,330000,1384.6153846153845,0.06585976627712856,17.009189640768586,0,0,13,1,0,0,2,0,1,1,2
3272,6,30000,26.0,1498,98.6,5,500000,4285.714285714285,0.0657771847898599,17.356475300400533,0,0,13,1,0,0,1,0,1,1,3
3273,2,10000,23.8,1498,78.9,5,795000,3333.3333333333335,0.05263509006004003,15.88785046728972,0,0,13,1,0,0,0,0,1,1,2
3274,7,91000,23.4,1248,74.0,5,550000,11375.0,0.059247397918334666,18.75,0,0,13,1,0,0,1,2,1,0,2
3275,3,90000,22.1,1396,88.7,5,950000,22500.0,0.06349319971367216,15.830945558739257,0,0,13,1,0,0,0,2,1,1,2
3276,6,92000,22.9,1248,74.0,5,480000,13142.857142857143,0.059247397918334666,18.349358974358974,0,0,13,1,0,0,1,2,1,0,2
3277,5,37000,13.0,1591,121.3,5,1095000,6166.666666666667,0.07619346733668342,8.170961659333752,0,0,13,1,0,0,1,1,2,1,0
3278,6,58972,26.0,1498,98.6,5,690000,8424.57142857143,0.0657771847898599,17.356475300400533,0,0,13,1,0,0,1,1,1,1,3
3279,4,53892,24.3,1248,88.5,5,780000,10778.4,0.07085668534827862,19.471153846153847,0,0,13,1,0,0,1,1,1,1,2
3280,4,20000,21.01,1197,81.8,5,770000,4000.0,0.0682804674457429,17.552213868003342,0,0,13,1,0,0,1,0,1,1,2
3281,2,69000,27.39,1248,74.0,5,790000,23000.0,0.059247397918334666,21.947115384615387,0,0,13,1,0,0,0,2,1,0,3
3282,8,66000,20.54,1598,103.6,5,490000,7333.333333333333,0.06479049405878674,12.853566958698371,0,0,13,1,0,0,2,2,2,1,2
3283,5,54000,22.54,1396,88.73,5,660000,9000.0,0.06351467430207589,16.146131805157594,0,0,13,1,0,0,1,1,1,1,2
3284,7,35000,23.95,998,67.05,5,213000,4375.0,0.06711711711711711,23.997995991983966,0,0,13,1,0,0,1,1,0,0,2
3285,7,112000,23.4,1248,74.0,5,550000,14000.0,0.059247397918334666,18.75,0,0,13,1,0,0,1,3,1,0,2
3286,5,40000,23.95,998,67.05,5,300000,6666.666666666667,0.06711711711711711,23.997995991983966,0,0,13,1,0,0,1,1,0,0,2
3287,3,90000,28.4,1248,74.02,5,700000,22500.0,0.05926341072858286,22.756410256410255,0,0,13,1,0,0,0,2,1,0,3
3288,3,37000,28.4,1248,74.02,5,811000,9250.0,0.05926341072858286,22.756410256410255,0,0,13,1,0,0,0,1,1,0,3
3289,4,53000,21.38,1396,88.7,5,1100000,10600.0,0.06349319971367216,15.315186246418339,0,0,13,1,0,0,1,1,1,1,2
3290,5,73000,19.6,1461,108.45,5,895000,12166.666666666666,0.07417920656634747,13.415468856947296,0,0,13,1,0,0,1,2,1,1,1
3291,5,115852,28.09,1248,88.5,5,655000,19308.666666666668,0.07085668534827862,22.50801282051282,0,0,13,1,0,0,1,3,1,1,3
3292,2,13500,21.01,1197,81.8,5,578000,4500.0,0.0682804674457429,17.552213868003342,0,0,13,1,0,0,0,0,1,1,2
3293,5,45500,23.01,999,67.0,5,325000,7583.333333333333,0.067,23.033033033033036,0,0,13,1,0,0,1,1,0,0,2
3294,5,55000,22.15,1498,108.6,5,950000,9166.666666666666,0.0724482988659106,14.786381842456608,0,0,13,1,0,0,1,1,1,1,2
3295,4,45000,23.0,1498,98.96,5,900000,9000.0,0.06601734489659773,15.353805073431241,0,0,13,1,0,0,1,1,1,1,2
3296,4,9400,23.1,998,67.04,5,470000,1880.0,0.06710710710710711,23.146292585170343,0,0,13,1,0,0,1,0,0,0,2
3297,3,35000,21.5,1497,108.5,5,775000,8750.0,0.07242990654205607,14.362057448229791,0,0,13,1,0,0,0,1,1,1,2
3298,3,18404,24.7,796,47.3,5,329000,4601.0,0.059347553324968626,31.03015075376884,0,0,13,1,0,0,0,0,0,0,2
3299,12,60000,18.9,1061,67.0,5,150000,4615.384615384615,0.06308851224105462,17.813383600377,0,0,13,1,0,0,2,1,1,0,1
3300,4,11000,18.88,999,123.24,5,950000,2200.0,0.12323999999999999,18.8988988988989,0,0,13,1,0,0,1,0,0,1,1
3301,4,33000,18.6,1197,81.83,5,695000,6600.0,0.06830550918196995,15.538847117794486,0,0,13,1,0,0,1,1,1,1,1
3302,9,100000,22.32,1582,126.32,5,520000,10000.0,0.07979785217940619,14.108723135271807,0,0,13,1,0,0,2,2,2,2,2
3303,5,15814,25.17,799,53.3,5,340000,2635.6666666666665,0.06662499999999999,31.501877346683354,0,0,13,1,0,0,1,0,0,0,3
3304,7,51000,25.1,1498,98.6,5,610000,6375.0,0.0657771847898599,16.755674232309747,0,0,13,1,0,0,1,1,1,1,3
3305,3,39000,25.17,799,53.3,5,325000,9750.0,0.06662499999999999,31.501877346683354,0,0,13,1,0,0,0,1,0,0,3
3306,9,116000,20.54,1598,103.6,5,400000,11600.0,0.06479049405878674,12.853566958698371,0,0,13,1,0,0,2,3,2,1,2
3307,3,46000,28.4,1248,74.0,5,650000,11500.0,0.059247397918334666,22.756410256410255,0,0,13,1,0,0,0,1,1,0,3
