,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
3729,Maruti,Wagon R,3,27000,Individual,Petrol,Automatic,20.51,998,67.0,5,550000
3730,Maruti,Ignis,4,30000,Individual,Petrol,Manual,20.89,1197,81.8,5,415000
3731,Skoda,Rapid,6,55300,Dealer,Diesel,Automatic,21.66,1498,103.52,5,650000
3732,Maruti,Ertiga,4,23000,Dealer,Diesel,Manual,25.47,1248,88.5,7,899000
3733,Maruti,Wagon R,4,25000,Dealer,Petrol,Automatic,21.79,998,67.05,5,425000
3734,Maruti,Baleno,5,15068,Dealer,Petrol,Manual,21.4,1197,83.1,5,560000
3735,Hyundai,i10,9,69000,Dealer,LPG,Manual,19.0,1086,68.1,5,295000
3736,Hyundai,Verna,8,97000,Dealer,Petrol,Manual,17.01,1591,121.3,5,510000
3737,Volkswagen,Polo,8,44900,Dealer,Petrol,Automatic,17.2,1197,103.6,5,495000
3738,Hyundai,i10,8,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,295000
3739,Hyundai,Santro,3,4075,Dealer,Petrol,Automatic,20.3,1086,68.07,5,550000
3740,Jaguar,F-PACE,2,10000,Individual,Diesel,Automatic,16.38,1999,177.0,5,6300000
3741,Jeep,Compass,4,45212,Dealer,Diesel,Manual,16.3,1956,170.0,5,1598000
3742,Maruti,Ignis,3,10415,Dealer,Petrol,Manual,20.89,1197,81.8,5,491000
3743,Maruti,Wagon R,7,69000,Dealer,CNG,Manual,33.54,998,67.04,5,349000
3744,Hyundai,Grand,5,28854,Dealer,Petrol,Manual,18.9,1197,82.0,5,535000
3745,Maruti,Swift Dzire,4,25000,Individual,Diesel,Manual,28.4,1248,74.02,5,754000
3746,BMW,3,4,30000,Individual,Petrol,Automatic,15.34,1998,249.0,5,4000000
3747,BMW,3,8,54000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1245000
3748,Maruti,Wagon R,12,27000,Dealer,Petrol,Manual,18.9,998,67.1,5,185000
3749,Maruti,Ertiga,3,74000,Individual,Diesel,Manual,24.2,1498,93.87,7,964000
3750,Hyundai,i20,8,76000,Dealer,Diesel,Manual,21.9,1396,88.76,5,375000
3751,Maruti,Alto,3,23493,Dealer,Petrol,Manual,24.7,796,47.3,5,319000
3752,Volkswagen,Vento,5,37900,Dealer,Petrol,Automatic,18.19,1197,103.2,5,749000
3753,Volkswagen,Vento,9,47123,Dealer,Petrol,Manual,15.04,1598,103.6,5,311000
3754,Renault,KWID,4,29000,Dealer,Petrol,Automatic,24.04,999,67.0,5,400000
3755,Honda,Jazz,4,14000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,680000
3756,Mahindra,XUV500,4,35000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1395000
3757,Hyundai,i20,11,69000,Dealer,Petrol,Manual,18.5,1197,80.0,5,245000
3758,Mahindra,Scorpio,12,80000,Dealer,Diesel,Manual,12.05,2179,120.0,8,400000
3759,Mahindra,Scorpio,9,65253,Dealer,Diesel,Manual,12.05,2179,120.0,8,448000
3760,Skoda,Rapid,5,78010,Dealer,Diesel,Automatic,21.66,1498,103.52,5,660000
3761,Hyundai,Grand,4,17500,Individual,Petrol,Manual,18.9,1197,81.86,5,500000
3762,Renault,KWID,5,21000,Dealer,Petrol,Manual,22.3,799,53.26,5,300000
3763,Maruti,Wagon R,6,28000,Dealer,Petrol,Manual,18.9,998,67.1,5,390000
3764,Hyundai,Verna,8,70000,Dealer,Diesel,Automatic,22.32,1582,126.3,5,480000
3765,Datsun,RediGO,3,3200,Dealer,Petrol,Automatic,23.0,999,67.0,5,346000
3766,Maruti,Celerio,7,56000,Dealer,CNG,Manual,31.79,998,58.2,5,340000
3767,Maruti,Ertiga,6,56400,Individual,CNG,Manual,22.8,1373,80.9,7,678000
3768,Honda,Amaze,6,190000,Individual,Diesel,Manual,25.8,1498,98.6,5,295000
3769,Tata,Safari,4,100000,Individual,Diesel,Manual,14.1,2179,153.86,7,900000
3770,Honda,City,6,24000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,825000
3771,Maruti,Ertiga,5,76000,Dealer,Diesel,Manual,24.52,1248,88.5,7,825000
3772,Mahindra,Bolero,4,70000,Individual,Diesel,Manual,16.5,1493,70.0,7,700000
3773,Hyundai,i20,6,112300,Individual,Petrol,Manual,18.6,1197,81.83,5,535000
3774,Skoda,Rapid,7,66000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,580000
3775,Hyundai,Grand,8,61000,Dealer,Diesel,Manual,24.0,1120,70.0,5,425000
3776,Mahindra,Scorpio,15,120000,Individual,Diesel,Manual,12.7,2609,116.6,8,300000
3777,Maruti,Celerio,3,28314,Dealer,Petrol,Manual,23.1,998,67.04,5,490000
3778,Hyundai,i20,11,23000,Dealer,Petrol,Manual,17.0,1197,80.0,5,275000
3779,Hyundai,Venue,1,4000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1185000
3780,Mahindra,XUV500,5,42485,Dealer,Diesel,Manual,16.0,2179,140.0,7,1350000
3781,Volkswagen,Polo,6,87000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,600000
3782,Hyundai,Grand,6,15000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,525000
3783,Tata,Tiago,3,2500,Dealer,Petrol,Automatic,23.84,1199,84.0,5,495000
3784,Maruti,Alto,3,29000,Dealer,CNG,Manual,33.44,796,40.3,4,345000
3785,Hyundai,i20,6,54625,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,595000
3786,Hyundai,Verna,2,8000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1250000
3787,Maruti,Alto,19,120000,Individual,Petrol,Manual,18.9,1061,47.0,5,50000
3788,BMW,7,4,21119,Dealer,Diesel,Automatic,16.46,2993,258.0,5,7500000
3789,Toyota,Innova,2,35000,Dealer,Diesel,Manual,13.68,2393,147.51,7,2000000
3790,Maruti,Ertiga,3,32000,Dealer,Petrol,Manual,17.5,1373,91.1,7,810000
3791,Jaguar,XF,10,45000,Individual,Diesel,Automatic,14.74,2993,270.9,5,2800000
3792,BMW,X5,5,46000,Dealer,Diesel,Automatic,15.97,2993,258.0,5,3850000
3793,Maruti,Swift,9,73000,Dealer,Diesel,Manual,22.9,1248,74.0,5,385000
3794,Maruti,Baleno,4,23000,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000
3795,Maruti,Swift Dzire,8,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,475000
3796,Hyundai,Verna,8,30588,Dealer,Petrol,Manual,16.2,1599,103.2,5,490000
3797,Hyundai,i20,3,14577,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
3798,Maruti,Swift,6,55000,Dealer,Petrol,Manual,22.0,1197,81.8,5,530000
3799,Ferrari,GTC4Lusso,2,3800,Dealer,Petrol,Automatic,4.0,3855,601.0,4,39500000
3800,Maruti,Ciaz,3,33000,Dealer,Diesel,Manual,28.09,1248,88.5,5,1000000
3801,Ford,Figo,8,55000,Individual,Diesel,Manual,20.0,1399,68.1,5,250000
3802,Honda,City,5,90000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,725000
3803,Maruti,Alto,3,6800,Dealer,Petrol,Manual,23.95,998,67.05,5,375000
3804,Mahindra,XUV500,8,68192,Dealer,Diesel,Manual,15.1,2179,140.0,7,699000
3805,Toyota,Innova,11,105000,Dealer,Petrol,Manual,12.4,1998,132.0,8,675000
3806,Volkswagen,Vento,7,52455,Dealer,Diesel,Manual,20.54,1598,103.6,5,565000
3807,Hyundai,i20,7,66266,Dealer,Diesel,Manual,21.27,1396,88.76,5,545000
3808,Maruti,Ertiga,6,100000,Dealer,CNG,Manual,22.8,1373,80.9,7,650000
3809,Maruti,Ertiga,5,41974,Dealer,Diesel,Manual,24.52,1248,88.5,7,811000
3810,Porsche,Cayenne,7,110000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,4500000
3811,Maruti,Ertiga,5,84000,Dealer,Diesel,Manual,24.52,1248,88.5,7,825000
3812,Maruti,Swift Dzire,9,106000,Individual,Diesel,Manual,19.3,1248,73.9,5,370000
3813,Maruti,Eeco,2,25000,Individual,Petrol,Manual,15.37,1196,73.0,5,411000
3814,Honda,City,7,63762,Dealer,Diesel,Manual,25.1,1498,98.6,5,650000
3815,Kia,Seltos,2,11800,Dealer,Diesel,Automatic,17.8,1493,113.4,5,1810000
3816,Audi,A4,9,76000,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1375000
3817,Hyundai,i20,9,56328,Dealer,Diesel,Manual,21.9,1396,88.76,5,370000
3818,Tata,Tiago,2,19247,Dealer,Petrol,Automatic,24.0,1199,83.81,5,550000
3819,Mahindra,XUV500,6,42000,Dealer,Diesel,Manual,15.1,2179,140.0,7,950000
3820,Toyota,Innova,4,67000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1550000
3821,Hyundai,i10,5,67817,Dealer,Petrol,Manual,20.36,1197,78.9,5,465000
3822,Maruti,Ciaz,6,40000,Dealer,Petrol,Manual,20.73,1373,91.1,5,715000
3823,Maruti,Alto,4,3600,Individual,Petrol,Manual,24.7,796,47.3,5,318000
3824,Honda,Amaze,6,73000,Dealer,Petrol,Manual,18.0,1198,86.7,5,450000
3825,Toyota,Fortuner,8,75000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1525000
3826,Maruti,Wagon R,12,52755,Individual,LPG,Manual,17.3,1061,57.5,5,233000
3827,Tata,Hexa,4,186000,Individual,Diesel,Manual,17.6,2179,153.86,7,1220000
3828,Maruti,Vitara,5,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
3829,Maruti,Ignis,4,30000,Individual,Petrol,Manual,20.89,1197,81.8,5,500000
3830,BMW,X5,9,95000,Dealer,Diesel,Automatic,11.0,2993,235.0,5,2150000
3831,Hyundai,i10,10,73000,Dealer,Petrol,Manual,19.81,1086,68.05,5,375000
3832,Hyundai,Grand,5,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,485000
3833,Datsun,GO,4,58000,Individual,Petrol,Manual,20.63,1198,67.06,5,360000
3834,Maruti,Ciaz,5,71000,Dealer,Petrol,Manual,20.73,1373,91.1,5,600000
3835,Ford,Ecosport,5,71500,Dealer,Diesel,Manual,21.7,1498,98.96,5,690000
3836,Maruti,Swift Dzire,8,71200,Dealer,Diesel,Manual,19.3,1248,73.9,5,465000
3837,Maruti,Ciaz,5,41000,Dealer,Diesel,Manual,28.09,1248,88.5,5,750000
3838,Hyundai,Verna,8,65512,Dealer,Diesel,Manual,22.32,1582,126.32,5,585000
3839,Ford,Ecosport,6,37000,Dealer,Petrol,Automatic,15.63,1499,110.4,5,665000
3840,Tata,Harrier,2,20000,Individual,Diesel,Manual,17.0,1956,138.1,5,1750000
3841,Mahindra,Scorpio,6,51000,Dealer,Diesel,Manual,15.4,2523,75.0,9,760000
3842,Hyundai,Santro,10,50000,Individual,Petrol,Manual,17.92,1086,62.1,5,250000
3843,Hyundai,Grand,3,11510,Dealer,Diesel,Manual,24.0,1186,73.97,5,550000
3844,Mahindra,Scorpio,7,100000,Individual,Diesel,Manual,15.4,2179,120.0,8,800000
3845,Mahindra,KUV100,4,50000,Dealer,Diesel,Manual,25.32,1198,77.0,6,490000
3846,Maruti,Swift,7,117962,Individual,Diesel,Manual,25.2,1248,74.0,5,480000
3847,Maruti,Ciaz,5,115000,Dealer,Diesel,Manual,28.09,1248,88.5,5,655000
3848,Hyundai,Creta,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
3849,Maruti,Baleno,3,1300,Dealer,Petrol,Automatic,21.4,1197,83.1,5,890000
3850,Jaguar,XF,6,29000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,3200000
3851,Hyundai,i10,10,94000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,355000
3852,Maruti,Swift Dzire,9,43500,Individual,Diesel,Manual,19.3,1248,73.9,5,420000
3853,Maruti,Wagon R,7,20903,Dealer,CNG,Manual,32.52,998,58.33,5,410000
3854,Maruti,Eeco,7,30000,Individual,Petrol,Manual,15.37,1196,73.0,5,250000
3855,Tata,Tiago,4,80000,Individual,Petrol,Manual,23.84,1199,84.0,5,420000
3856,Hyundai,Verna,7,103247,Dealer,Diesel,Manual,22.32,1582,126.32,5,740000
3857,Honda,City,13,100000,Individual,Petrol,Manual,17.7,1497,78.0,5,225000
3858,Mercedes-Benz,E-Class,12,107591,Dealer,Diesel,Automatic,11.0,2987,198.5,5,1200000
3859,Hyundai,Creta,1,15000,Individual,Diesel,Manual,22.1,1396,88.7,5,1350000
3860,Maruti,Swift Dzire,4,9691,Dealer,Diesel,Manual,28.4,1248,74.02,5,822000
3861,Renault,KWID,5,87000,Dealer,Petrol,Manual,22.3,799,53.26,5,325000
3862,Renault,KWID,5,37000,Individual,Petrol,Manual,25.17,799,53.3,5,350000
3863,Maruti,Swift,10,46700,Dealer,Diesel,Manual,22.9,1248,74.0,5,270000
3864,Mercedes-Benz,GLS,3,47000,Dealer,Diesel,Automatic,11.0,2987,258.0,7,6600000
3865,Mercedes-Benz,S-Class,9,50000,Individual,Diesel,Automatic,13.5,2987,282.0,5,3000000
3866,Honda,City,6,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,600000
3867,Hyundai,i10,10,45000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,385000
3868,Honda,Amaze,3,69000,Dealer,Diesel,Automatic,23.8,1498,78.9,5,860000
3869,Honda,Amaze,2,30000,Individual,Diesel,Manual,27.4,1498,98.63,5,700000
3870,Hyundai,i20,2,40000,Individual,Petrol,Manual,18.6,1197,81.86,5,750000
3871,Tata,Safari,13,60000,Individual,Diesel,Manual,11.57,2179,138.1,7,190000
3872,Maruti,Swift,5,49000,Dealer,Petrol,Manual,21.21,1197,81.8,5,490000
3873,Maruti,Alto,9,70000,Individual,Petrol,Manual,19.7,796,46.3,5,200000
3874,Renault,Duster,6,70000,Dealer,Diesel,Manual,19.64,1461,108.45,5,775000
3875,Tata,Tiago,2,18900,Dealer,Petrol,Automatic,23.84,1199,83.83,5,550000
3876,Hyundai,i10,9,15000,Individual,Petrol,Manual,20.36,1197,78.9,5,400000
3877,Maruti,Ertiga,6,133000,Individual,Diesel,Manual,20.77,1248,88.76,7,650000
3878,Maruti,Vitara,4,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,950000
3879,Hyundai,Verna,4,30700,Dealer,Diesel,Manual,23.9,1582,126.2,5,925000
3880,Kia,Seltos,2,5000,Individual,Diesel,Manual,20.8,1493,113.4,5,1549000
3881,Maruti,Swift Dzire,3,21500,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
3882,Maruti,Alto,9,55294,Individual,Petrol,Manual,20.92,998,67.1,5,251000
3883,Maruti,Swift Dzire,3,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,800000
3884,Maruti,Swift,8,20000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000
3885,Toyota,Innova,6,78000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1030000
3886,Maruti,Wagon R,12,77000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000
3887,Maruti,Ertiga,7,72859,Dealer,Diesel,Manual,20.77,1248,88.8,7,600000
3888,Ford,Ecosport,7,77984,Dealer,Diesel,Manual,22.7,1498,89.84,5,565000
3889,Mercedes-Benz,C-Class,7,70000,Individual,Diesel,Automatic,14.84,2143,170.0,5,1350000
3890,Skoda,Rapid,9,163971,Dealer,Diesel,Manual,20.5,1598,103.5,5,450000
3891,Hyundai,Grand,7,43000,Dealer,Petrol,Manual,18.9,1197,82.0,5,380000
3892,Audi,Q7,9,129000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,1950000
3893,Mahindra,Bolero,9,75000,Dealer,Diesel,Manual,15.96,2523,62.1,7,435000
3894,Mahindra,Thar,2,16000,Dealer,Diesel,Manual,16.55,2498,105.0,6,970000
3895,Ford,Figo,7,60000,Dealer,Diesel,Manual,20.0,1399,68.05,5,250000
3896,Volkswagen,Polo,2,37326,Dealer,Petrol,Manual,18.78,999,75.0,5,550000
3897,Maruti,Alto,7,48255,Dealer,Petrol,Manual,22.74,796,47.3,5,250000
3898,Maruti,Baleno,5,45215,Dealer,Petrol,Automatic,21.4,1197,83.1,5,698000
3899,Renault,KWID,4,33000,Dealer,Petrol,Automatic,24.04,999,67.0,5,395000
3900,Mahindra,Scorpio,10,156000,Dealer,Diesel,Manual,12.05,2179,120.0,8,565000
3901,Hyundai,Verna,4,20000,Individual,Petrol,Manual,17.7,1591,121.3,5,775000
3902,Maruti,Swift Dzire,2,57000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
3903,Mahindra,Bolero,11,350000,Individual,Diesel,Manual,13.6,2523,63.0,7,325000
3904,Honda,City,1,2000,Dealer,Petrol,Manual,17.8,1498,119.35,5,1000000
3905,Hyundai,Creta,2,31700,Individual,Diesel,Manual,19.67,1582,126.2,5,1350000
3906,Honda,City,4,59000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,900000
3907,Isuzu,D-Max,4,51000,Individual,Diesel,Manual,12.4,2499,134.0,5,1250000
3908,Maruti,Swift Dzire,6,77500,Individual,Diesel,Manual,26.59,1248,74.0,5,480000
3909,Maruti,Swift,2,8000,Individual,Petrol,Manual,21.21,1197,81.8,5,539000
3910,Ford,Aspire,4,24000,Dealer,Diesel,Manual,25.83,1498,99.0,5,690000
3911,Ford,Ecosport,3,18890,Dealer,Diesel,Manual,23.0,1498,98.96,5,1025000
3912,Hyundai,Grand,3,5000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000
3913,Hyundai,i10,9,41000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,385000
3914,Maruti,Wagon R,7,40330,Individual,Petrol,Manual,20.51,998,67.04,5,290000
3915,BMW,X1,2,40000,Dealer,Diesel,Automatic,19.62,1998,192.0,5,3450000
3916,Skoda,Rapid,5,98000,Dealer,Diesel,Manual,21.14,1498,103.52,5,635000
3917,BMW,X3,7,66000,Dealer,Diesel,Automatic,16.09,1995,184.0,5,2675000
3918,Tata,Nexon,3,50000,Individual,Diesel,Manual,21.5,1497,108.5,5,950000
3919,Maruti,Celerio,3,36000,Dealer,Petrol,Automatic,23.1,998,67.04,5,545000
3920,Ford,Figo,7,77000,Dealer,Diesel,Manual,20.0,1399,68.05,5,325000
3921,Maruti,Wagon R,5,58802,Dealer,Petrol,Manual,18.9,998,67.1,5,425000
3922,Ford,Ecosport,3,38959,Dealer,Diesel,Manual,23.0,1498,98.96,5,825000
3923,Maruti,Alto,3,37000,Dealer,Petrol,Manual,24.7,796,47.3,5,349000
3924,Volkswagen,Vento,6,56000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,750000
3925,Maruti,Swift Dzire,8,91000,Dealer,Diesel,Manual,23.4,1248,74.0,5,580000
3926,Toyota,Fortuner,11,110000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1250000
3927,Volkswagen,Polo,4,100000,Individual,Diesel,Manual,20.14,1498,88.0,5,615000
3928,Hyundai,i10,9,68000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,370000
3929,Maruti,Wagon R,14,78000,Dealer,Petrol,Manual,18.9,998,67.1,5,160000
3930,Maruti,Alto,2,20000,Individual,Petrol,Manual,23.95,998,67.05,5,370000
3931,Audi,A6,10,85000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1550000
3932,Hyundai,Elantra,8,60000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,750000
3933,Hyundai,i20,5,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000
3934,Hyundai,Creta,4,34800,Dealer,Petrol,Manual,13.0,1591,121.3,5,1150000
3935,Skoda,Superb,4,30000,Dealer,Petrol,Automatic,14.67,1798,177.46,5,1950000
3936,Honda,City,8,38000,Dealer,Petrol,Manual,17.8,1497,117.3,5,575000
3937,Toyota,Fortuner,6,124000,Dealer,Diesel,Manual,13.0,2982,168.5,7,1700000
3938,Ford,Figo,9,70000,Individual,Diesel,Manual,20.0,1399,68.0,5,195000
3939,Hyundai,i10,5,50979,Dealer,Petrol,Manual,19.81,1086,68.05,5,445000
3940,Maruti,Ertiga,5,65000,Dealer,Diesel,Manual,24.52,1248,88.5,7,700000
3941,Maruti,Swift Dzire,6,45782,Dealer,Diesel,Manual,19.3,1248,73.9,5,410000
3942,Toyota,Innova,13,270000,Individual,Diesel,Manual,12.8,2494,102.0,8,500000
3943,Maruti,Baleno,4,26917,Dealer,Petrol,Manual,21.01,1197,81.8,5,645000
3944,Maruti,Alto,11,35000,Individual,Petrol,Manual,19.7,796,46.3,5,115000
3945,BMW,3,8,90000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1375000
3946,Skoda,Superb,11,154667,Dealer,Diesel,Automatic,17.2,1968,138.1,5,575000
3947,Maruti,Alto,8,15000,Individual,Petrol,Manual,22.74,796,47.3,5,262000
3948,Honda,Jazz,4,70000,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000
3949,Maruti,Vitara,4,83000,Dealer,Diesel,Manual,24.3,1248,88.5,5,785000
3950,Maruti,Swift Dzire,6,61000,Individual,Diesel,Manual,26.59,1248,74.0,5,510000
3951,Maruti,Wagon R,13,64521,Dealer,Petrol,Manual,14.0,1061,64.0,5,205000
3952,Maruti,Vitara,3,11000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
3953,Hyundai,Verna,8,70000,Individual,Diesel,Manual,22.32,1582,126.3,5,550000
3954,Kia,Seltos,2,6000,Individual,Petrol,Manual,16.1,1353,138.0,5,1635000
3955,Ford,Endeavour,3,25000,Individual,Diesel,Automatic,10.91,3198,197.0,7,3000000
3956,Toyota,Innova,5,139000,Individual,Diesel,Manual,12.99,2494,100.6,8,1150000
3957,Maruti,Wagon R,10,69001,Dealer,Petrol,Manual,17.3,1061,64.0,5,290000
3958,Maruti,Swift,3,20000,Individual,Petrol,Manual,22.0,1197,81.8,5,610000
3959,Maruti,Vitara,4,56000,Dealer,Diesel,Manual,24.3,1248,88.5,5,814000
3960,Maruti,Swift,9,60000,Dealer,Diesel,Manual,22.9,1248,74.0,5,390000
3961,Hyundai,Verna,9,67000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,650000
3962,Mercedes-Benz,S-Class,10,82000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,2450000
3963,Mahindra,XUV500,8,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,600000
3964,Hyundai,Grand,5,91288,Dealer,Diesel,Manual,24.0,1120,70.0,5,583000
3965,Mercedes-Benz,C-Class,9,112000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1450000
3966,Ford,Aspire,5,75000,Individual,Petrol,Manual,18.16,1196,86.8,5,395000
3967,Mahindra,Scorpio,6,67000,Dealer,Diesel,Manual,15.4,2179,120.0,7,925000
3968,Hyundai,i20,3,5000,Individual,Petrol,Manual,18.6,1197,81.83,5,750000
3969,Honda,City,17,79000,Dealer,Petrol,Automatic,16.8,1497,116.4,5,145000
3970,Honda,City,8,31000,Dealer,Petrol,Manual,17.0,1497,118.0,5,560000
3971,Renault,Duster,5,44213,Dealer,Diesel,Manual,19.6,1461,108.45,5,745000
3972,Maruti,Baleno,3,30000,Individual,Petrol,Automatic,21.4,1197,83.1,5,700000
3973,Honda,Amaze,2,8000,Dealer,Diesel,Manual,27.4,1498,98.63,5,875000
3974,BMW,3,5,76000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2700000
3975,Maruti,Ciaz,5,68429,Dealer,Diesel,Manual,26.21,1248,88.5,5,797000
3976,Hyundai,Grand,5,46861,Dealer,Petrol,Automatic,18.9,1197,82.0,5,571000
3977,Honda,Amaze,5,59000,Dealer,Diesel,Manual,25.8,1498,98.6,5,565000
3978,Honda,Jazz,5,33980,Dealer,Petrol,Manual,18.7,1199,88.7,5,630000
3979,Maruti,Swift,2,25500,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
3980,Maruti,Alto,11,51479,Dealer,Petrol,Manual,19.7,796,46.3,5,195000
3981,Maruti,Baleno,5,30000,Individual,Petrol,Automatic,21.4,1197,83.1,5,620000
3982,Tata,Nexon,3,87000,Dealer,Diesel,Manual,21.5,1497,108.5,5,735000
3983,Maruti,Swift,4,40000,Individual,Diesel,Manual,25.2,1248,74.0,5,650000
3984,Renault,KWID,3,30000,Individual,Petrol,Manual,25.17,799,53.3,5,320000
3985,Honda,City,3,29000,Dealer,Diesel,Manual,25.1,1498,98.6,5,1100000
3986,Datsun,GO,2,10000,Individual,Petrol,Manual,19.83,1198,67.0,5,444000
3987,Hyundai,Grand,6,69300,Dealer,Petrol,Automatic,18.9,1197,82.0,5,475000
3988,Toyota,Innova,11,142800,Dealer,Diesel,Manual,12.8,2494,102.0,8,790000
3989,Hyundai,Grand,4,37850,Dealer,Petrol,Manual,18.9,1197,81.86,5,568000
3990,Maruti,Alto,5,52361,Dealer,Petrol,Manual,23.95,998,67.05,5,350000
3991,Mahindra,Scorpio,3,70000,Individual,Diesel,Manual,16.36,2179,140.0,7,1500000
3992,Honda,WR-V,3,19790,Dealer,Petrol,Manual,17.5,1199,88.7,5,770000
3993,Mahindra,XUV500,6,68200,Dealer,Diesel,Manual,16.0,2179,140.0,7,1250000
3994,Toyota,Innova,8,140000,Individual,Diesel,Manual,12.99,2494,100.0,7,850000
3995,Maruti,Swift,9,79000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
3996,Maruti,Baleno,3,43875,Dealer,Petrol,Automatic,21.4,1197,83.1,5,580000
3997,Maruti,Swift Dzire,3,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,791000
3998,Skoda,Rapid,6,69000,Dealer,Diesel,Manual,21.14,1498,103.52,5,555000
3999,Maruti,Ciaz,6,30000,Dealer,Petrol,Manual,20.73,1373,91.1,5,750000
4000,Mercedes-Benz,CLS,7,34000,Dealer,Petrol,Automatic,9.26,3498,301.8,4,3600000
4001,Renault,KWID,5,25000,Individual,Petrol,Manual,23.01,999,67.0,5,250000
4002,Maruti,Swift Dzire,6,68000,Dealer,Diesel,Manual,23.4,1248,74.0,5,495000
4003,BMW,3,5,13500,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2275000
4004,Maruti,Alto,15,120000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
4005,Mahindra,XUV500,5,110000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1025000
4006,Honda,Amaze,3,40079,Dealer,Petrol,Manual,18.6,1199,88.76,5,780000
4007,Datsun,RediGO,4,35000,Individual,Petrol,Manual,22.7,799,53.64,5,230000
4008,Volkswagen,Vento,6,63096,Dealer,Diesel,Manual,20.34,1498,103.2,5,690000
4009,Maruti,Ciaz,3,14774,Trustmark Dealer,Petrol,Manual,21.56,1462,103.25,5,840000
4010,Tata,Hexa,4,74000,Dealer,Diesel,Manual,17.6,2179,153.86,7,1050000
4011,Maruti,Swift,11,110000,Individual,Diesel,Manual,17.8,1248,75.0,5,300000
4012,Renault,KWID,5,30000,Dealer,Petrol,Manual,25.17,799,53.3,5,345000
4013,Hyundai,i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,225000
4014,BMW,5,6,120000,Individual,Diesel,Automatic,14.69,2993,258.0,5,2200000
4015,Maruti,Celerio,3,17000,Individual,Petrol,Automatic,23.1,998,67.04,5,500000
4016,Maruti,Swift,8,50000,Individual,Diesel,Manual,22.9,1248,74.0,5,420000
4017,Maruti,Swift,6,70695,Dealer,Diesel,Manual,28.4,1248,74.0,5,525000
4018,Hyundai,Creta,3,30000,Individual,Petrol,Manual,13.0,1591,121.3,5,1100000
4019,Honda,City,4,10000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1225000
